Clt_No,Po_No,Accumulate,Surveyor,Survey_date,Insured_name,Risk_location,DIV,CTR,CLS,STT,Effective_date,Inception_date,Renew_date,Contract_type,Rkn,Risk_type,Original_SI,VND_SI,Survey date1,Survey date 2,Survey date 3,Survey date 4,Survey date 5,Survey date 6,Survey date 7,Survey date 8,Survey date 9,Fire code,Agent name,Occupation,Business Line,Remark,Month,Year
10000033,20017970,SGD7TTSBSA,NNH,24/08/2022,"S.B SAIGON FASHION CO., LTD","S.B Saigon Fashion Co, Road 8, Tan Thuan EPZ, Tan Thuan Dong Ward, Dist 7, HCMC",VC,JPN,D,IF,23/09/2021,23/09/2021,22/09/2022,ISR - INDUSTRIAL ALL RISKS,4,LOP - LOSS OF PROFIT,"900,000.00","20,506,500,000.00",,,,,,,,,,18.1AB,DIRECT HCM,Garment,  ,,8,2022
10047651,20097154,DNBHPDL10,NNH,12/10/2022,Fujikura.Ltd,"DRAGON LOGISTICS CO., LTD - DONG NAI BRANCH, No 10, Phan Dang Luu, Q7, Bien Hoa, Dong Nai",VC,JPN,E,IF,24/09/2021,24/09/2021,23/09/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"127,500,000.00","26,638,575,000.00",,,,,,,,,,17.1B,DIRECT HCM,Manufacturer of optical fiber and components,  ,,10,2022
10000427,20017564,HNDATLIPHA,INT,03/08/2022,"HAL VIETNAM CO., LTD","HAL VIETNAM CO., LTD, Plot B19, Thang Long IP, Dong Anh, Ha Noi",VH,JPN,C,IF,25/09/2021,25/09/2021,24/09/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"1,319,285,087,588.00","1,319,285,087,588.00",20170719,,,,20170719,,,,,18.2A,DIRECT HANOI,Producing aluminum parts for machinery,  ,,8,2022
10002127,20013296,BGVYDTC6C7,NTT,18/08/2022,"BAC GIANG MATSUOKA CO.,LTD","VINA BIRZ CO., LTD/BAC GIANG MATSUOKA, The third factory, C6, C7 Dinh Tram IZ, Viet Yen, Bac Giang",VH,JPN,D,IF,01/10/2021,01/10/2021,30/09/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"149,157,123,955.00","149,157,123,955.00",20190516,,20190516,,,20160624,20150720,,,18.1AB,MARSH-BRK-VH,As mentioned above,Producing clothes for ladies and related activities  ,,8,2022
10070908,20097322,DNBHICD-20,VKH,06/04/2022,DAIWA LOGISTICS VIETNAM COMPANY LIMITED,"ICD TAN CANG - LONG BINH WAREHOUSE - No. 20, G243 Bui Van Hoa, KP 7, Long Binh, Bien Hoa, Dong Nai",VC,JPN,E,IF,02/10/2021,01/10/2021,30/09/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"2,000,000,000.00","418,000,000,000.00",,,,,,,,,,17.1B,DIRECT HCM,Logistics,  ,,4,2022
10000359,20076145,SGD7TTMKSE,NNH,14/06/2022,"MK SEIKO (VIETNAM) CO.,LTD.","M.K SEIKO (VIETNAM) CO., LTD, Road 14, Tan Thuan EPZ, District 7, HCMC",VC,JPN,C,IF,01/10/2021,01/10/2021,30/09/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"17,042,966.00","387,812,691,330.00",20200626,20200626,,,,,,,,18.1AB,DIRECT HCM,As mentioned above,"Products related to home appliances, automobile, communication services ",,6,2022
10000250,20018169,HYYMTLIPDR,,,"NAGASE (THAILAND) CO., LTD","DRAGON LOGISTICS CO., LTD - BONDED WAREHOUSE, Lot F4-5, Thang Long 2 IP, Yen My District, Hung Yen",VH,JPN,E,IF,01/10/2021,01/10/2021,30/09/2022,ISR - INDUSTRIAL ALL RISKS,2,ARB - PROPERTY ALL RISKS,"800,000.00","18,096,000,000.00",,,,,,,,,,17.1B,DIRECT HANOI,Warehouse,"Plastic Resin, Parts, Paint and Thinner  ",,,
10048732,20075943,BGVYVTCN02,NTT,04/08/2022,RICHELL U KWONG PLASTICS VIETNAM CO.LTD,"RICHELL U KWONG PLASTICS VIET NAM, CN-02-06, CN-02-07, Van Trung IP, Viet Yen, Bac Giang",VH,JPN,E,IF,01/10/2021,01/10/2021,30/09/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"69,244,316,658.00","69,244,316,658.00",,,,,,,,,,18.1AB,DIRECT HANOI,Plastic product manufacturing,  ,,8,2022
10000280,20045835,HNDATLIP2A,TDH,17/11/2022,"SD VIETNAM INDUSTRIES LTD.,","SD VIETNAM INDUSTRIES LTD, Plot H-2A, Thang Long IP, Dong Anh, Ha Noi",VH,JPN,C,IF,01/10/2021,01/10/2021,30/09/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"310,477,607,736.00","310,477,607,736.00",,,,,,,,,,18.2A,DIRECT HANOI,Manufacture Wire Harness,  ,,11,2022
10027952,20057057,VPBXTLSEIO,,,SEI OPTIFRONTIER VIETNAM LTD,"SEI OPTIFRONTIER VIETNAM CO., LTD, Lot B-3, Thang Long Vinh Phuc IZ, Binh Xuyen, Vinh Phuc",VH,JPN,C,IF,02/10/2021,01/10/2021,30/09/2022,ISR - INDUSTRIAL ALL RISKS,2,ARB - PROPERTY ALL RISKS,"573,819,715,099.00","573,819,715,099.00",,,,,,,,,,18.1AB,DIRECT HANOI,Manufacturing fiber-optic cables,  ,,,
10001335,20009575,HYYMTLSEWS,TDH,26/07/2022,"SEWS-COMPONENTS VIETNAM CO.,LTD","Factory building of SEWS - Components Vietnam, Plot No.D2&D3, Thang Long 2 IP, Yen My, Hung Yen",VH,JPN,C,IF,01/10/2021,01/10/2021,30/09/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"120,262,577.00","2,738,378,878,290.00",20170303,,,,20170303,,20151222,,,18.2A,DIRECT HANOI,Producing wiring connector,  ,,7,2022
10000496,20009537,NDVBBMSVWS,,,"SUMI VIETNAM WIRING SYSTEMS CO., LTD","Sumi Vietnam Wiring System, Lot F8/D1, Bao Minh IZ, Vu Ban District, Nam Dinh",VH,JPN,C,IF,01/10/2021,01/10/2021,30/09/2022,ISR - INDUSTRIAL ALL RISKS,2,ARB - PROPERTY ALL RISKS,"13,738,921.00","312,835,570,575.00",,,,,,,,,,18.2A,DIRECT HANOI,Manufacturing automotive wire harness,  ,,,
10001695,20007008,DNBHAMATSU,INT,09/08/2022,"SUMIDEN DEVICE INNOVATIONS VIETNAM CO., LTD.","SUMIDEN DEVICE INNOVATIONS VIETNAM CO., LTD., Lot 105/5, Road No 5, Amata IP, Bien Hoa City, Dong Nai",VC,JPN,C,IF,01/10/2021,01/10/2021,30/09/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"63,529,550.00","1,444,979,896,961.00",20180827,,,20180827,,,,,20131015,18.2A,DIRECT HCM,Manufacturing Electric single parts,  ,,8,2022
10000651,20012201,HDDAIZSWAV,INT,27/07/2022,"SUMIDEN VIETNAM AUTOMOTIVE WIRE CO.,LTD (SVAW)","Sumiden Vietnam Automotive Wire Co.,Ltd (SVAW), Lot XN 2, 3, 6 Dai An IZ, Tu Minh, Hai Duong, Hai Duong",VH,JPN,C,IF,01/10/2021,01/10/2021,30/09/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"63,299,218.00","1,441,323,193,860.00",20170425,,,,20170425,,,20141110,,18.2A,DIRECT HANOI,Manufacturing wiring harness,  ,,7,2022
10000234,20009553,HNLBTBSUMI,INT,05/08/2022,"SUMI-HANEL WIRING SYSTEMS CO.,LTD","SUMI HANEL WIRING SYSTEMS CO.,LTD, Sai Dong B IZ, Thach Ban, Long Bien, Ha Noi",VH,JPN,C,IF,01/10/2021,01/10/2021,30/09/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"48,568,680.00","1,105,908,843,600.00",20170424,,,,20170424,,,,20130903,18.1AB,DIRECT HANOI,Manufacturing wiring harness,Manufacturing wiring harness  ,,8,2022
10000083,20009572,BNTDTSSEPV,INT,04/08/2022,SUMITOMO ELECTRIC INTERCONNECTPRODUCTS (VIETNAM) LTD.,"SUMITOMO ELECTRIC INTERCONNECT PRODUCTS (VIETNAM), Lot 3, TS 6 Street, Tien Son IZ, Hoan Son, Tien Du, Bac Ninh",VH,JPN,C,IF,01/10/2021,01/10/2021,30/09/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"61,482,728.00","1,403,650,680,240.00",20141107,,,,,,,20141107,,18.2A,DIRECT HANOI,As mention above,"Manufacturing, assembling, processing and sales of components for electrical and electronic equipment, office equipment, automobile and motorcycle",,8,2022
10000067,20076181,HPDVIPPVTE,NTT,22/09/2022,THE BRANCH OF MITSUI & CO. VIETNAM LTD. IN HANOI,"PVTEX VIETNAM JSC warehouse, CN5.5A, Dinh Vu IP, Dong Hai 2 ward, Hai An dist, Hai Phong",VH,JPN,D,IF,02/10/2021,02/10/2021,01/10/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"800,000.00","18,208,000,000.00",,,,,,,,,,17.2A,DIRECT HANOI,Warehouse,Trading  ,,9,2022
10015048,20045978,DNLTN32F56,NNH,29/09/2022,"ITAK INTERNATIONAL (VIETNAM) CO., LTD","OHMI KAKO VIETNAM CO., LTD., Lot 40, Road N3-2, RF 5-6, Long Duc IP, Long Thanh, Dong Nai",VC,JPN,E,IF,05/10/2021,05/10/2021,04/10/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"1,220,630.00","27,830,364,000.00",,,,,,,,,,18.1AB,DIRECT HCM,Produce mono LCD,Produce mono LCD  ,,9,2022
10007496,20023783,LACGTKTKKM,NTT,31/05/2022,MT GARMENT VIETNAM,"MT GARMENT VIETNAM CO.,LTD (C8,9 KIZUNA Factory), Lot K,Tan Kim IP,Tan Kim Commune, Can Giuoc, Long An",VC,JPN,D,IF,07/10/2021,07/10/2021,06/10/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"37,840,956,053.00","37,840,956,053.00",20160425,,,,,20160425,,,,18.1AB,DIRECT HCM,Garment,Garment  ,,5,2022
10000318,20017930,BDBCMPKING,CA,,"KING JIM (VIETNAM) CO., LTD.","KING JIM (VIETNAM) CO., LTD, D-4A-CN & D-4C-CN My Phuoc 3 IP, Ben Cat, Binh Duong",VC,JPN,E,IF,09/10/2021,09/10/2021,08/10/2022,ISR - INDUSTRIAL ALL RISKS,2,ARB - PROPERTY ALL RISKS,"2,627,306,045.00","541,225,045,270.00",20200727,20200727,,,20170728,,,,,18.1AB,DIRECT HCM,Manufacturing stapler and other office supply,  ,"Last survey 2020, postpone to 2023",,
10000518,20029517,BDTDSTKAZU,MCN,30/08/2022,"KAZU CO., LTD","KAZU CO., LTD, Lot 3, CN5, Road 01, Song Than 3 IP, Thu Dau Mot, Binh Duong",VC,JPN,E,IF,11/10/2021,11/10/2021,10/10/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"15,912,470,552.00","15,912,470,552.00",20180822,,,20180822,,,,,,18.1AB,DIRECT HCM,As Described above,Manufactures of Buddhist altar and Buddhist goods and wooden products ,,8,2022
10043478,20076713,DNBHICDLB1,MCN,12/10/2022,"MITSUI & CO. COFFEE TRADING (USA), INC.","ICD TAN CANG - LONG BINH WAREHOUSE - No.7,8,14,14A, G243 Bui Van Hoa, KP 7, Long Binh, Bien Hoa, Dong Nai",VH,USA,E,IF,11/10/2021,11/10/2021,10/10/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"9,000,000.00","203,670,000,000.00",,,,,,,,,,17.1B,DIRECT HANOI,Food and Beverage Importer and Distributor,  ,,10,2022
10011477,20029606,HNTTDM13DT,,,CONG TY TNHH MTV DA THE GIOI-CHI NHANH HA NOI,"Cong ty TNHH MTV DA THE GIOI - Chi Nhanh Ha Noi, Km13, Dong My Street, Dong My, Thanh Tri, Ha Noi",VC,VNM,C,IF,13/10/2021,13/10/2021,12/10/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"79,000,000,000.00","79,000,000,000.00",,,,,,,,,,17.2A,DIRECT HCM,Trading of ceramics,Trading of ceramics  ,,,
10002504,20009894,HPDSNXMIKI,NTT,08/11/2022,"MIKI INDUSTRY VIETNAM CO., LTD.","MIKI INDUSTRY VIETNAM CO., LTD., Lot 1/2 L2.8 & 1/2 L2.9, Do Son IZ, Do Son, Hai Phong",VH,JPN,E,IF,15/10/2021,15/10/2021,14/10/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"5,064,077.00","115,258,392,520.00",20190912,,20190912,,,20160722,,,20130718,18.1AB,DIRECT HANOI,"Manufacturing car, motorbike spare parts","Manufacturing car, motorbike spare parts  ",,11,2022
10064690,20098179,DNNT32S6SO,VKH,21/04/2022,"NIPPON NOTEBOOK VIETNAM CO., LTD","SOWELL VIET NAM CO.,LTD, No. 6 Street, Nhon Trach 3 IZ Phase 2, Nhon Trach, Dong Nai",VC,JPN,D,IF,15/10/2021,15/10/2021,14/10/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"68,084,840,967.00","68,084,840,967.00",,,,,,,,,,18.1AB,DIRECT HCM,Manufacturer of stationery products,Manufacturer of stationery products  ,,4,2022
10000326,20001642,HDCGTTPEGA,,,"PEGASUS VIETNAM SEWING MACHINECO., LTD.","PEGASUS VIETNAM SEWING MACHINE CO.,LTD, Lot CN4.2, Tan Truong IZ, Cam Giang, Hai Duong",VH,JPN,C,IF,16/10/2021,16/10/2021,15/10/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"20,834,591.00","474,195,291,160.00",20170717,,,,20170717,,,,,18.2A,DIRECT HANOI,Manufacture sewing machine,  ,,,
10003354,20013572,HYMHPNAICA,TDH,23/07/2022,"ICAM VIETNAM CO., LTD","ICAM VIETNAM CO., LTD, Road 206 Pho Noi A IP, My Hao, Hung Yen",VH,JPN,E,IF,18/10/2021,17/10/2021,16/10/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"17,884,893.00","407,060,700,644.00",20171003,,,,20171003,,20150729,,,18.1AB,DIRECT HANOI,As mentioned above,"Designing, Manufacturing and Assembling components for camera, auto, electronic and other industrial products ",,7,2022
10020477,20046448,HNDATL1AF2,,,IMV TECHNO VIETNAM COMPANY LIMITED,"Apartment Factory No.2 (IMV TECHNO VIETNAM), Fac No.13,Plot P-7,Thang Long IPI,Vong La,Dong Anh, Ha Noi",VH,VNM,C,IF,19/10/2021,19/10/2021,18/10/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"47,069,313,152.00","47,069,313,152.00",,,,,,,,,,18.2A,DIRECT HANOI,Maintenance of machinery and equipment,  ,,,
10001559,20007003,DNBHAMATVS,NNH,20/07/2022,"SUZUKI LATEX VIETNAM CO., LTD.","SUZUKI LATEX VIETNAM CO., LTD., Plot 307, 7A Road, Amata IP, Long Binh, Bien Hoa, Dong Nai",VC,JPN,E,IF,21/10/2021,21/10/2021,20/10/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"4,173,372.00","95,403,283,920.00",20190621,,20190621,,,20160517,,,,18.1AB,DIRECT HCM,Manufacture of Rubber Products,  ,,7,2022
10002473,20009767,BGVYDTD2D3,TDH,05/05/2022,"TOKAI TRIM VIETNAM CO.,LTD","TOKAI TRIM VIETNAM CO.,LTD, Plot D2, D3, Dinh Tram IZ, Viet Yen, Bac Giang",VH,JPN,D,IF,21/10/2021,21/10/2021,20/10/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"65,471,645,328.00","65,471,645,328.00",20180126,,,20180126,,,20151130,,,18.1AB,MARSH-BRK-VH,As described above,"Manufacturing seat cover for automobile, bikes and accessories ",,5,2022
10028123,20056713,BDBBTBIZNX,NNH,17/08/2022,CONG TY TNHH NGHIA XIN,"CONG TY TRACH NHIEM HUU HAN NGHIA XIN, Lo 1C6, Duong CN8, Tan Binh IZ,Hung Hoa,Bau Bang, Binh Duong",MS,CNY,D,IF,22/10/2021,22/10/2021,21/10/2022,FEC - FIRE AND EXPL COMP,1,FEC - COMPULSORY FIRE and EXPLOSION,"56,731,777,135.00","56,731,777,135.00",,,,,,,,,,18.1AB,DIRECT-TAIWAN SOUTH ,Outsole,  ,,8,2022
10000498,20001604,HPADNOKOKU,,,"KOKUYO VIETNAM CO., LTD.","KOKUYO VIETNAM CO.,LTD, Land Plot B2-B7, Nomura Hai Phong IZ,An Duong Dist, Hai Phong",VH,JPN,E,IF,23/10/2021,23/10/2021,22/10/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"26,139,314.00","595,453,572,920.00",20160622,,,,,20160622,20151005,,,18.1AB,DIRECT HANOI,As mentioned above,"Producing Document file, Sticker label and Notebook  ",,,
10030347,20057007,DNBLLKIZNK,,,"NYAN KIDS DONG NAI CO., LTD","NYAN KIDS DONG NAI CO LTD, Lot E5, Street No. 5,Long Khanh IP, Binh Loc, Dong Nai",VC,VNM,D,IF,24/10/2021,24/10/2021,23/10/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"4,749,523.00","108,099,143,480.00",,,,,,,,,,18.1AB,DIRECT HCM,Manufacturing garment,  ,,,
10014176,20046409,TNCTCT4UWC,,,"UWC VIET NAM CO., LTD","UWC Vietnam Co., Ltd, Quarter 4, Chau Thanh commune, Chau Thanh, Tay Ninh",BB,VNM,E,IF,24/10/2021,24/10/2021,23/10/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"29,203,301,752.00","29,203,301,752.00",20181017,,,20181017,,,,,,18.1AB,HONG LEONG BANK-VB,Manufacturing rope,Manufacturing rope  ,,,
10030564,20057059,VPBXBX2DYA,TDH,15/09/2022,DYNAMIX MATERIAL SCIENCE COMPANY LIMITED,"DYNAMIX MATERIAL SCIENCE LTD, Lot CN05-2, Binh Xuyen IZ 2, Ba Hien, Binh Xuyen, Vinh Phuc",MN,TWN,D,IF,25/10/2021,25/10/2021,24/10/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"135,185,726,667.00","135,185,726,667.00",,,,,,,,,,18.1AB,DIRECT-TAIWAN NORTH,As below,Rubber and plastic processing and manufacturing  ,,9,2022
10001039,20006117,HYYMTLAKIY,,,"AKIYAMA-SC (VIETNAM) CO., LTD","AKIYAMA-SC (Vietnam) Co., Ltd, Plot C-3, Thang Long 2 IP, Yen My, Hung Yen",VH,JPN,B,IF,28/10/2021,28/10/2021,27/10/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"13,253,119,110.00","13,253,119,110.00",,,,,,,,,,18.2A,TOYOTA TSUSHO-BRK-VH,Manufacturing Steel Bar Product,  ,,,
10011641,20029386,DNNT32R6SA,VKH,18/01/2022,BRANCH OF SG SAGAWA VIETNAM INDONG NAI,"Branch of SG Sagawa Vietnam in Dong Nai, Road 6, Nhon Trach 3 IZ Phase 2, Nhon Trach, Dong Nai",VC,JPN,D,IF,28/10/2021,28/10/2021,27/10/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"225,467,783,136.00","225,467,783,136.00",,,,,,,,,,17.1B,DIRECT HCM,Warehousing & Transportation,Warehousing & Transportation  ,,1,2022
10000539,20018465,SGTPPSKUWA,NNH,07/06/2022,"KUWAHARA VIETNAM (HCMC) CO., LTD.","KUWAHARA (VIETNAM) CO., LTD, CN11 str, CN11 Tan Binh IZ, Phuong Son Ky, Tan Phu, HCMC",VC,JPN,D,IF,28/10/2021,28/10/2021,27/10/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"121,605,083,996.00","121,605,083,996.00",20180823,,,20180823,,,20150727,,,18.1AB,DIRECT HCM,Apparel Inspection & Mending,Apparel Inspection & Mending  ,,6,2022
10002485,20009840,HPDKHDLUCK,NTT,17/11/2022,LUCKY (VIETNAM) TOYS AND GIFTSCOMPANY LIMITED,"LUCKY (VIETNAM) TOYS AND GIFTS CO., LTD, Tieu Tra Quarter, Hung Dao Ward, Duong Kinh Dist, Hai Phong",VH,HKG,E,PR,30/10/2021,30/10/2021,29/10/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"3,126,946.00","71,169,290,960.00",20171018,,,,20171018,20160624,20151009,,20130307,18.1AB,DIRECT HANOI,Toys manufacturing,Toys manufacturing  ,,11,2022
10002486,20018648,BDTUKBDAIM,NNH,27/09/2022,"DAIM VIET NAM CO., LTD","DAIM VIET NAM Co., Ltd, Lot C8, Rd N3, Nam Tan Uyen IP, Khanh Binh,T Uyen, Binh Duong",VC,JPN,E,IF,01/11/2021,01/11/2021,31/10/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"87,338,489,681.00","87,338,489,681.00",20190912,,20190912,,,20160825,,,,18.1AB,DIRECT HCM,Vinyl and plastic manufacture,Vinyl and plastic manufacture  ,,9,2022
10000416,20022715,HDCGTTSANK,,,"SANKYU (VIETNAM) CO., LTD-HAIDUONG BRANCH","SANKYU LOGISTICS (VIETNAM) CO., LTD, Lot 3.4, Tan Truong IZ, Cam Giang Dist.,, Hai Duong",VH,JPN,D,PR,01/11/2021,01/11/2021,31/10/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"58,671,746,923.00","58,671,746,923.00",20160721,,,,,20160721,,,,17.2A,MARSH-BRK-VH,Office & warehouse,"All Activities of the Insured including but not limited to Import & Export Forwarding, General Air, Sea and Land Transportation, Warehouse & Distribution Services, Export",,,
10002487,20009847,BGVYDTE2E3,TDH,23/09/2022,"SURTECKARIYA VIETNAM CO., LTD.","SURTECKARIYA VIETNAM CO., LTD, Lot E2, E3 Dinh Tram IZ, Viet Yen, Bac Giang",VH,JPN,C,IF,01/11/2021,01/11/2021,31/10/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"320,944,726,119.00","320,944,726,119.00",20181116,,,20181116,,,20151207,,,18.2A,DIRECT HANOI,Surface finishing manufacturer,  ,,9,2022
10000285,20000807,HPADNMRIPM,,,"TOYODA GOSEI HAIPHONG CO., LTD","TOYODA GOSEI HAIPHONG CO., LTD, Land Plot M, Nomura Hai Phong IZ, An Duong, Hai Phong",VH,JPN,D,IF,01/11/2021,01/11/2021,31/10/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"35,296,346.00","803,344,834,960.00",20180406,,,20180406,,,20151015,,,18.1AB,TOYOTA TSUSHO-BRK-VH,As described above,Manufacturing steering and airbag for motor vehicle  ,,,
10022318,20057098,TBTHTHTOYG,,,"TOYODA GOSEI HAIPHONG CO., LTD-THAI BINH BRANCH","TOYODA GOSEI HAIPHONG CO., LTD - THAI BINH BRANCH, Plot F, Tien Hai IP, Tay Giang, Tien Hai, Thai Binh",VH,JPN,D,IF,02/11/2021,01/11/2021,31/10/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"30,356,073.00","690,904,221,480.00",,,,,,,,,,18.1AB,TOYOTA TSUSHO-BRK-VH,As described above,Manufacturing steering and airbag for motor vehicle  ,,,
10019931,20057077,DNBHLBIZNI,,,"VIETNAM NISSHIN TECHNOMIC CO.,LTD","VIETNAM NISSHIN TECHNOMIC CO., LTD, Lot 517, Road 13, Long Binh IP (Amata), Bien Hoa, Dong Nai",VC,JPN,C,IF,01/11/2021,01/11/2021,31/10/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"246,800,559,992.00","246,800,559,992.00",,,,,,,,,,18.1AB,DIRECT HCM,Flour Milling,  ,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
