Clt_No,Po_No,Accumulate,Surveyor,Survey_date,Insured_name,Risk_location,DIV,CTR,CLS,STT,Effective_date,Inception_date,Renew_date,Contract_type,Rkn,Risk_type,Original_SI,VND_SI,Survey date1,Survey date 2,Survey date 3,Survey date 4,Survey date 5,Survey date 6,Survey date 7,Survey date 8,Survey date 9,Fire code,Agent name,Occupation,Business Line,Remark,Month,Year
10047435,20074529,HGVTIZJIZH,NTT,26/07/2022,CONG TY TNHH JIA ZHI,"Cong ty TNHH JIA ZHI, Lot A4, Vi Thanh IZ, Dist 7, Vi Thanh, Hau Giang",MS,TWN,D,RR,01/01/2022,01/01/2021,31/12/2021,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"41,698,779,874.00","41,698,779,874.00",,,,,,,,,,18.1AB,DIRECT-TAIWAN SOUTH ,Processing upper of shoes,  ,,7,2022
10000253,20097905,BNTDTS9DAI,CA,,"DAINICHI COLOR VIETNAM CO., LTD","DAINICHI COLOR VIETNAM CO., LTD, Lot 7, TS9, Tien Son ICD, Tien Du, Bac Ninh",VH,JPN,E,IF,08/10/2021,08/10/2021,31/12/2021,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"800,000.00","18,200,000,000.00",,,,,,,,,,17.1B,DIRECT HANOI,As above,Manufacture and sale of color masterbatch blend for plastic  ,"Low SI, as per new guideline",,
10025751,20051880,DNLTLABSDW,VKH,28/04/2022,DH LOGISTIC PROPERTY VIET NAMCOMPANY LIMITED,"DAIWA HOUSE - WAREHOUSE, Lot I, Loc An Binh Son IZ, Long An, Long Thanh, Dong Nai",VC,JPN,E,RR,01/01/2022,01/01/2021,31/12/2021,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"232,375,641,750.00","232,375,641,750.00",20200618,20200618,,,,,,,,17.2A,DIRECT HCM,Rental Warehouse,  ,,4,2022
10016360,20039271,LADHHS04I5,NNH,13/12/2022,EDJO COMPANY LIMITED,"EDJO COMPANY LIMITED, Lot I5, Road 04, Hai Son IP, Binh Tien 2, Duc Hue, Long An",VC,JPN,E,RR,01/01/2022,01/01/2021,31/12/2021,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"29,773,446,451.00","29,773,446,451.00",,,,,,,,,,,,,  ,,12,2022
10000685,20019385,HNMLTLINOU,INT,24/08/2022,INOUE RUBBER VIETNAM CO. LTD,"INOUE RUBBER VIETNAM CO. LTD, Thanh Lam Commune, Melinh District,, Ha Noi",VH,JPN,D,RR,01/01/2022,01/01/2021,31/12/2021,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"1,327,848,165,604.00","1,327,848,165,604.00",20181023,,,20181023,,20160803,,,,18.1AB,AON-BRK-VH,"Manufacturing of Tires, tube and rubber goods","Manufacturing of Tires, tube and rubber goods  ",,8,2022
10000149,20007442,BDTAVSKANE,MCN,07/12/2022,"KANEKA MEDICAL VIETNAM CO., LTD","KANEKA PHARMA VIETNAM CO., LTD., No. 35, Road 6, VSIP, Thuan An, Binh Duong",VC,JPN,C,RR,01/01/2022,01/01/2021,31/12/2021,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"18,157,912.00","419,992,504,560.00",20181005,,,20181005,,,20151125,,,18.1AB,WILLIS TOWERS WATSON-BRK-VC,As mentioned above,Manufacturing of medical catheter and/or all other activities as per the registered business license. ,,12,2022
10000653,20002249,HNSSNBKYOE,,,"KYOEI MANUFACTURING VIETNAM CO., LTD","KYOEI MANUFACTURING VIETNAM CO., LTD, Lot 2-3, lot 83-84 Noi Bai IZ, Soc Son, Ha Noi",VH,JPN,C,RR,01/01/2022,01/01/2021,31/12/2021,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"306,068,262,657.00","306,068,262,657.00",20200729,20200729,,20180814,,,20151126,,,18.2A,DIRECT HANOI,As Described above,Producing various components made of steels  ,,,
10001402,20010554,HGCTTPTLTD,NTT,27/07/2022,"LAC TY II CO., LTD","Lac Ty II Co.,- Factory D,R1,R2,canteen(20m fr A), Lot B1, B2 Tan Phu Thanh IZ, Chau Thanh A, Hau Giang",MS,TWN,D,RR,01/01/2022,01/01/2021,31/12/2021,ISR - INDUSTRIAL ALL RISKS,3,ARB - PROPERTY ALL RISKS,"762,881,677,282.00","762,881,677,282.00",20191129,,20191129,,20171124,,,,,18.1CB,DIRECT-TAIWAN SOUTH ,Sport shoes,  ,,7,2022
10000172,20019830,BDDATDHDAR,VKH,25/02/2022,MARUICHI SUN STEEL JOINT STOCKCOMPANY,"MARUICHI SUN STEEL JOINT STOCK COMPANY- RIGHT SIDE, 743 lot A, Dong An, Tan Dong Hiep, Di An,, Binh Duong",VC,JPN,B,RR,01/01/2022,01/01/2021,31/12/2021,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"197,073,906.00","4,558,319,445,780.00",20171215,,,,20171215,,,,,18.2A,TOYOTA TSUSHO-BRK-VC,Steel manufacture,  ,,2,2022
10006136,20038371,BDDASTR6LG,VKH,17/02/2022,"MEITO VIETNAM CO., LTD.","MEITO VIETNAM CO., LTD, Lot G, Road No 6, Song Than IP 2, Di An, Binh Duong",VC,JPN,C,RR,01/01/2022,30/11/2021,31/12/2021,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"223,676,397,778.00","223,676,397,778.00",,,,,,,,,,17.1B,DIRECT HCM,Logistics,Logistics  ,,2,2022
10000773,20019457,HNDATLMITS,,,"MITSUBISHI PENCIL VIETNAM CO.,LTD","Mitsubishi Pencil Vietnam Co., Ltd, C-7, Thang Long IP, Dong Anh, Ha Noi",VH,JPN,C,RR,01/01/2022,01/01/2021,31/12/2021,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"435,305,326,049.00","435,305,326,049.00",20180817,,,20180817,,,,,,18.2A,DIRECT HANOI,Producing marker pen & related activities,  ,,,
10000605,20002424,HYYMTLC6NI,,,NIKKISO VIETNAM INC.,"NIKKISO VIETNAM INC., Plot No. C6, Thang Long 2 IP, Yen My District, Hung Yen",VH,JPN,D,RR,01/01/2022,01/01/2021,31/12/2021,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"101,520,578.00","2,353,246,998,040.00",20171204,,,,20171204,,,,,18.2A,MARSH-BRK-VH,Manufacturing Airplane Parts,Manufacturing Airplane Parts  ,,,
10001195,20004969,HNDATLOGIN,,,OGINO VIETNAM CORPORATION,"OGINO Vietnam Corporation, N9-Thang Long IP, Dong Anh, Ha Noi",VH,JPN,C,RR,01/01/2022,01/01/2021,31/12/2021,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"784,736,571,095.00","784,736,571,095.00",20180928,,,20180928,,,,,,18.2A,DIRECT HANOI,Producing aluminum parts for machinery,  ,,,
